id,titre,prix_mad,ville,quartier,surface_m2,nb_chambres,nb_salles_de_bain,prix_par_m2,scraped_at
3667,Appartement 2ème étage Mhamid 9,400000.0,Marrakech,M'Hamid,65.0,2,2,6153.85,2026-05-07 14:31:06.389687
3668,A vendre un appartement avec terrasse,3750000.0,Casablanca,Racine,190.0,4,3,19736.84,2026-05-07 14:31:06.389914
3669,Studio à vendre avec piscine,580000.0,Marrakech,Palmeraie,48.0,1,1,12083.33,2026-05-07 14:31:06.390054
3670,Appartement à vendre 110 m² à Kénitra,1050000.0,Kénitra,La Ville Haute,120.0,3,2,8750.0,2026-05-07 14:31:06.390241
3671,Appartement à vendre 136 m² à Casablanca,2500000.0,Casablanca,Val Fleuri,136.0,3,2,18382.35,2026-05-07 14:31:06.390465
3672,À VENDRE APPARTEMENT SALON 3 CHAMBRES 70m2,735000.0,Casablanca,Autre Secteur,70.0,3,2,10500.0,2026-05-07 14:31:06.390696
3673,Appartement Excellente finition Très ensoleillé,600000.0,Salé,Toute La Ville,79.0,2,1,7594.94,2026-05-07 14:31:06.390889
3674,Idéal investissement appt 3ch a rénover allal fasi,950000.0,Marrakech,Allal El Fassi,91.0,3,2,10439.56,2026-05-07 14:31:06.391073
3675,Appartement à vendre 118m² La Perle du Sahara Dakhla,885000.0,Dakhla,Toute La Ville,118.0,4,1,7500.0,2026-05-07 14:31:06.391220
3676,Appartement traversant avec vue mer–Dernier étage,2300000.0,Casablanca,Anfa,121.0,2,1,19008.26,2026-05-07 14:31:06.391341
3677,Appartement à prix raisonnable,620000.0,Agadir,Ben Serguaou,60.0,2,2,10333.33,2026-05-07 14:31:06.391527
3678,Appartement titré Trialas Atlas,1600000.0,Tanger,Branes 1,113.0,3,2,14159.29,2026-05-07 14:31:06.391655
3679,Appartement Neuf Badiae Nojjoum,850000.0,Marrakech,Allal El Fassi,62.0,2,1,13709.68,2026-05-07 14:31:06.391779
3680,Apt Neuf 3 Chambres 1Salon roudani Maarif,1400000.0,Casablanca,Maarif,70.0,3,1,20000.0,2026-05-07 14:31:06.391985
3681,A VENDRE APPARTEMENTS NEUFS AVEC TITRES FONCIERS,575000.0,Kénitra,Bir Rami,90.0,3,1,6388.89,2026-05-07 14:31:06.392239
3682,Appartement à vendre à Saïd Hajji à prix symbolique,100000000.0,Salé,Said Hajji,100.0,3,2,1000000.0,2026-05-07 14:31:06.392417
3683,Appartement à vendre 149 m² à Casablanca,850000.0,Casablanca,Belvédère,149.0,3,2,5704.7,2026-05-07 14:31:06.392569
3684,Bel appartement de 103 m² à Bourgogne Ouest,1450000.0,Casablanca,Bourgogne,103.0,2,2,14077.67,2026-05-07 14:31:06.392806
3685,À vendre un bel appartement,950000.0,Casablanca,Belvédère,105.0,2,2,9047.62,2026-05-07 14:31:06.393077
3686,Superbe Rez de Jardin 2 Chambres – CFC Casablanca,2600000.0,Casablanca,Casablanca Finance City,118.0,2,2,22033.9,2026-05-07 14:31:06.393312
3687,A vendre un bel Appartement refait à neuf,2950000.0,Casablanca,Triangle D'Or,200.0,3,3,14750.0,2026-05-07 14:31:06.393491
3688,A vendre un appartement dans une résid balnéaire,1100000.0,Sidi Rahal,Toute La Ville,108.0,2,2,10185.19,2026-05-07 14:31:06.393683
3689,Appartement à vendre sur Hay Riad,3250000.0,Rabat,Hay Riad,144.0,3,2,22569.44,2026-05-07 14:31:06.393938
3690,Magnifique penthouse à vendre ou à louer à Wifac,3150000.0,Temara,Wifak,230.0,4,2,13695.65,2026-05-07 14:31:06.394127
3691,Luxueux appartement à 2 Mars,1990000.0,Casablanca,2 Mars,167.0,3,3,11916.17,2026-05-07 14:31:06.394258
3692,Très Bel Appartement 62m2 Quartier Palmier,1300000.0,Casablanca,Palmier,62.0,2,2,20967.74,2026-05-07 14:31:06.394375
3693,Appartement à ne pas rater,250000.0,Meknès,Hay Salam,60.0,2,1,4166.67,2026-05-07 14:31:06.394489
3694,Appart 118 m² Étage 3 Sidi Maarouf,1200000.0,Casablanca,Sidi Maarouf,118.0,3,2,10169.49,2026-05-07 14:31:06.394602
3695,Appartement 126m² 4ème étg. terrasse à Maârif,1450000.0,Casablanca,Val Fleuri,126.0,2,2,11507.94,2026-05-07 14:31:06.394716
3696,Appartement à vendre 48m² à Gueliz - Piscine Rooftop,1077000.0,Marrakech,Guéliz,49.0,1,1,21979.59,2026-05-07 14:31:06.394833
3697,Appartement à vendre près des universités 47 m2,295000.0,Tanger,Al Irfane 2,47.0,2,1,6276.6,2026-05-07 14:31:06.394954
3698,Appartement neuf avec ascenseur et parking,440000.0,Casablanca,Sidi Othmane,81.0,2,1,5432.1,2026-05-07 14:31:06.395065
3699,PALMIER JOLI STUDIO NEUF AVEC TERRASSE À VENDRE,1235000.0,Casablanca,Palmier,54.0,1,1,22870.37,2026-05-07 14:31:06.395173
3700,Appartement à vendre Résidence noria 2 chambres,2300000.0,Marrakech,Autre Secteur,84.0,2,2,27380.95,2026-05-07 14:31:06.395285
3701,Appartement à vendre vue sur mer à Tanger,3500000.0,Tanger,Malabata,120.0,3,2,29166.67,2026-05-07 14:31:06.395405
3702,Appart à vendre 213m² à Wifak Temara,2650000.0,Temara,Wifak,213.0,3,1,12441.31,2026-05-07 14:31:06.395521
3703,167577-Vente Appt à Casablanca Racine de 203 m²,4200000.0,Casablanca,Anfa,203.0,3,2,20689.66,2026-05-07 14:31:06.395633
3704,Luxueux studio en vente a Gueliz pour AIRBNB,1526500.0,Marrakech,Av Abdelkrim El Khattabi,61.0,1,1,25024.59,2026-05-07 14:31:06.395746
3705,Magnifique Appartement À Vendre À La Palmeraie,1800000.0,Marrakech,Palmeraie,95.0,2,2,18947.37,2026-05-07 14:31:06.395862
3706,Appartement en vente 65m² à Gueliz-Piscine Rooftop,1498000.0,Marrakech,Guéliz,65.0,1,1,23046.15,2026-05-07 14:31:06.395975
3707,appartement meublé à vendre,1100000.0,Kénitra,Mimosas,110.0,3,2,10000.0,2026-05-07 14:31:06.396091
3708,Appartement à vendre à Temara,960000.0,Temara,Autre Secteur,128.0,3,1,7500.0,2026-05-07 14:31:06.396202
3709,LA PERLA BLANCA -E-8 25/56952,1150000.0,Benslimane,Autre Secteur,114.0,3,2,10087.72,2026-05-07 14:31:06.396326
3710,Appartement à vendre 82 m² à Tétouan,8200000.0,Tétouan,Wilaya,82.0,2,2,100000.0,2026-05-07 14:31:06.396440
3711,Appartement à vendre 67 m² à Sidi Rahal,530000.0,Sidi Rahal,Toute La Ville,67.0,2,2,7910.45,2026-05-07 14:31:06.396550
3712,🏠 L’EXCEPTION URBAINE Duplex 66 m² à Guéliz,1518000.0,Marrakech,Guéliz,65.0,1,1,23353.85,2026-05-07 14:31:06.396661
3713,Appartement à vendre 55 m² à Tanger,330000.0,Tanger,Autre Secteur,55.0,2,1,6000.0,2026-05-07 14:31:06.396774
3714,Spacieux appart au cœur gueliz à côté Zara macdo,3500000.0,Marrakech,Guéliz,139.0,3,2,25179.86,2026-05-07 14:31:06.396899
3715,Appartement à vendre 60 m² à Marrakech,1320000.0,Marrakech,Guéliz,60.0,2,1,22000.0,2026-05-07 14:31:06.397046
3716,Appartement à vendre 78 m² à Marrakech,1800000.0,Marrakech,Agdal,118.0,2,2,15254.24,2026-05-07 14:31:06.397163
3717,Duplex RDC 74 m² en vente - piscine Rooftop,1708000.0,Marrakech,Av Abdelkrim El Khattabi,74.0,1,2,23081.08,2026-05-07 14:31:06.397275
3719,Appartement à vendre 60 m² centre ville souk mlilia,330000.0,Oujda,Centre Ville,60.0,2,1,5500.0,2026-05-07 14:31:06.397531
3720,Appart 101m² piscine près Semlalia Majorel Gueliz,2200000.0,Marrakech,Semlalia,101.0,2,2,21782.18,2026-05-07 14:31:06.397642
3721,Appartement à vendre 69 m² à Casablanca,440000.0,Casablanca,Aïn Borja,69.0,3,1,6376.81,2026-05-07 14:31:06.397748
3722,"Appartement rénové proche gare, plage et zoo",600000.0,Casablanca,Ain Sebaa,67.0,2,1,8955.22,2026-05-07 14:31:06.397862
3723,Résidence Galia Boulevard Hassan II Mohammedia,1700000.0,Mohammedia,Centre Ville,125.0,3,2,13600.0,2026-05-07 14:31:06.397975
3724,Appartement à vendre 65 m² à Bouznika Dahomey,650000.0,Bouznika,Autre Secteur,65.0,2,2,10000.0,2026-05-07 14:31:06.398084
3725,VENTE DIRECTE SUPERBES APPARTEMENTS,860000.0,Casablanca,Hay Hassani,78.0,2,2,11025.64,2026-05-07 14:31:06.398205
3726,Appartement à vendre 227 m² à Casablanca palmier,3000000.0,Casablanca,Palmier,227.0,4,3,13215.86,2026-05-07 14:31:06.398422
3727,Studio de 60 m² à vendre à Marrakech,1140000.0,Marrakech,Guéliz,60.0,1,1,19000.0,2026-05-07 14:31:06.398579
3728,Appartement 134 m² à vendre,1050000.0,Temara,Abbadi,134.0,3,1,7835.82,2026-05-07 14:31:06.398696
3729,Appartement à vendre rue Royal Army,1500000.0,Tétouan,Centre Ville,150.0,3,2,10000.0,2026-05-07 14:31:06.398811
3730,Appartement 2 ch à vendre vue sur mer,2900000.0,Tanger,Malabata,82.0,2,1,35365.85,2026-05-07 14:31:06.398922
3731,Appartement à vendre 67m² à Ainsebaa,770500.0,Casablanca,Ain Sebaa,67.0,2,2,11500.0,2026-05-07 14:31:06.399039
3732,Appartement à vendre 2 chambres Salon à Casa,810000.0,Bouznika,Al Kawtar,95.0,2,2,8526.32,2026-05-07 14:31:06.399150
3733,Magnifique studio en rez de jardin sur résidence,1400000.0,Marrakech,Agdal,50.0,1,1,28000.0,2026-05-07 14:31:06.399258
3734,Appartement à vendre 97 m² à Ferme Bretonne,1900000.0,Casablanca,Ferme Bretone,97.0,2,2,19587.63,2026-05-07 14:31:06.399366
3735,Appartement à vendre 123 m² à Casablanca,1780000.0,Casablanca,Abdelmoumen,123.0,3,2,14471.54,2026-05-07 14:31:06.399476
3736,Appartement à vendre Prestegia Argan golf,2000000.0,Marrakech,Route De Tahanaoute,80.0,2,1,25000.0,2026-05-07 14:31:06.399584
3737,Appartement à vendre 94m² à Ferme Bretonne,1900000.0,Casablanca,Ferme Bretone,94.0,2,2,20212.77,2026-05-07 14:31:06.399695
3738,Appartement 97m² à Casablanca ferme bretonne,1940000.0,Casablanca,Ferme Bretone,97.0,2,2,20000.0,2026-05-07 14:31:06.399814
3739,Appartement à vendre 165 m² à Casablanca,3500000.0,Casablanca,Racine,176.0,3,3,19886.36,2026-05-07 14:31:06.399927
3740,Appartement à vendre 80m² Bouznika sans vis à vis,750000.0,Bouznika,Al Kawtar,82.0,2,2,9146.34,2026-05-07 14:31:06.400037
3741,Superbe studio 56 m² à saisir à Marrakech,1064000.0,Marrakech,Guéliz,56.0,1,1,19000.0,2026-05-07 14:31:06.400148
3742,Appartement à vendre 76 m² à Marrakech,1500000.0,Marrakech,Victor Hugo,76.0,2,2,19736.84,2026-05-07 14:31:06.400258
3743,Spacieux Appartement 2 Chambres à la Vente Guéliz,2350000.0,Marrakech,Guéliz,110.0,2,2,21363.64,2026-05-07 14:31:06.400368
3744,Bel appartement en vente bd 2 mars,1930000.0,Casablanca,2 Mars,129.0,3,2,14961.24,2026-05-07 14:31:06.400485
3745,Appartement à vendre 110 m² à Mohammedia,1656000.0,Mohammedia,Centre Ville,120.0,2,2,13800.0,2026-05-07 14:31:06.400593
3746,Appartement à vendre 100 m² à Essaouira,1250000.0,Essaouira,Toute La Ville,100.0,2,1,12500.0,2026-05-07 14:31:06.400725
3747,Appartement en vente ain borja,850000.0,Casablanca,Aïn Borja,81.0,2,2,10493.83,2026-05-07 14:31:06.400849
3748,Résidence Jumeirah,440000.0,Deroua,Toute La Ville,72.0,2,1,6111.11,2026-05-07 14:31:06.400959
3749,Vente très joli studio centre ville,1200000.0,Marrakech,Guéliz,54.0,1,1,22222.22,2026-05-07 14:31:06.401094
3750,Appartement neuf enregistré conservé Médina Errahma,570000.0,Casablanca,Errahma,75.0,3,2,7600.0,2026-05-07 14:31:06.401207
3751,Appartement Mers Sultan 139 m² à Casablanca,1750000.0,Casablanca,Mers Sultan,139.0,2,2,12589.93,2026-05-07 14:31:06.401319
3752,Appartement de luxe à vendre à Marina golf Asilah,1800000.0,Asilah,Toute La Ville,113.0,3,2,15929.2,2026-05-07 14:31:06.401430
3753,beau duplex en vente ain borja,850000.0,Casablanca,Aïn Chock,85.0,2,1,10000.0,2026-05-07 14:31:06.401537
3754,Appartement 74m 3 chambres salon,580000.0,Marrakech,Autre Secteur,74.0,3,1,7837.84,2026-05-07 14:31:06.401648
3755,Bel appartement en vente al fida,660000.0,Casablanca,Al Fida,66.0,2,1,10000.0,2026-05-07 14:31:06.401764
3756,Appartement à vendre 68 m² au maarif,1280000.0,Casablanca,Maarif,68.0,2,1,18823.53,2026-05-07 14:31:06.401879
3757,bel appartement en vente ain borja,693500.0,Casablanca,Aïn Borja,79.0,3,1,8778.48,2026-05-07 14:31:06.401991
3758,Appartement à vendre 59 m² à Ain Sebaa,708000.0,Casablanca,Ain Sebaa,59.0,2,2,12000.0,2026-05-07 14:31:06.402102
3759,Bel appartement vente quartier des hôpitaux,1200000.0,Casablanca,Quartier Des Hôpitaux,92.0,2,2,13043.48,2026-05-07 14:31:06.402217
3760,Appartement 144m2 centre ville à vendre,400000.0,Casablanca,Anfa,144.0,3,1,2777.78,2026-05-07 14:31:06.402326
3761,Bel appartement vente belvedere,970000.0,Casablanca,Belvédère,109.0,3,2,8899.08,2026-05-07 14:31:06.402435
3762,Grand bel appartement en vente Casablanca,1690000.0,Casablanca,Centre Ville,189.0,3,2,8941.8,2026-05-07 14:31:06.402549
3763,Appartement à vendre 58 m² à Marrakech,1600000.0,Marrakech,Route De Tahanaoute,60.0,1,1,26666.67,2026-05-07 14:31:06.402660
3764,Bel appartement de 73m² à Ain Sebaa,817600.0,Casablanca,Oulfa,73.0,3,2,11200.0,2026-05-07 14:31:06.402771
3765,Appartement 110 m² à Casablanca,530000.0,Casablanca,Sidi Bernoussi,110.0,3,2,4818.18,2026-05-07 14:31:06.402885
3766,bel appartement en vente 3 chambres 1 salon,950000.0,Casablanca,Aïn Borja,112.0,3,1,8482.14,2026-05-07 14:31:06.402996
3767,Grand appartement en vente à Ain Borja,1600000.0,Casablanca,Aïn Borja,225.0,4,2,7111.11,2026-05-07 14:31:06.403109
3768,A vendre Appartement 65 m² à Ouislane Meknes,260000.0,Ouislane,Toute La Ville,73.0,2,1,3561.64,2026-05-07 14:31:06.403219
3769,Rez de jardin à vendre 107 m² vue sur piscine,1900000.0,Marrakech,Route De Casablanca,107.0,2,2,17757.01,2026-05-07 14:31:06.403325
3770,Appartement à vendre 208 m² à Racine,3750000.0,Casablanca,Racine,208.0,3,3,18028.85,2026-05-07 14:31:06.403437
3771,Appartement Allal El Fassi Hôtel Redouane disponible uniquement,1400000.0,Marrakech,Allal El Fassi,130.0,3,1,10769.23,2026-05-07 14:31:06.403547
3772,Appartement à vendre 67 m² à Asilah,900000.0,Asilah,Toute La Ville,67.0,2,1,13432.84,2026-05-07 14:31:06.403663
3773,TNG-TA-1129 - Appartement à vendre à Msala,1350000.0,Tanger,Autre Secteur,86.0,2,1,15697.67,2026-05-07 14:31:06.403773
3774,Appartement à vendre à Marina Vue Mer,4900000.0,Agadir,Marina,110.0,2,2,44545.45,2026-05-07 14:31:06.403960
3775,Appartement à vendre 174m2 à Mers Sultan,440000.0,Casablanca,Mers Sultan,174.0,3,2,2528.74,2026-05-07 14:31:06.404073
3776,Appartement meublé à vendre,940000.0,Tanger,Autre Secteur,81.0,2,1,11604.94,2026-05-07 14:31:06.404203
3777,Appartement à vendre 64 m² à Casablanca,640000.0,Casablanca,Hay Hassani,64.0,2,1,10000.0,2026-05-07 14:31:06.404326
3778,Appartements à vendre,1050000.0,Temara,Autre Secteur,100.0,3,2,10500.0,2026-05-07 14:31:06.404447
3779,Appartements à vendre près du café Russie,850000.0,Martil,Toute La Ville,80.0,3,1,10625.0,2026-05-07 14:31:06.404566
3780,Appartement de haut standing,1650000.0,Tétouan,Safir,147.0,2,2,11224.49,2026-05-07 14:31:06.404677
3781,"Nous vous apportons d'excellents appartements à vendre, premier étage 300 000 Dhs.",300000.0,Kénitra,Bir Rami,70.0,2,1,4285.71,2026-05-07 14:31:06.404792
3782,Excellent appartement meublé à vendre dans le quartier Al Saada près de Marjane,570000.0,Marrakech,Es Saada,54.0,2,1,10555.56,2026-05-07 14:31:06.404910
3783,Appartement à vendre 70 m² à Essaouira,720000.0,Essaouira,Centre Ville,75.0,2,1,9600.0,2026-05-07 14:31:06.405022
3784,Appartement sur R plus 2,930000.0,El Jadida,Hay Essalam,80.0,3,2,11625.0,2026-05-07 14:31:06.405206
3785,STUDIO à vendre Jnan Awrad Marrakech,955000.0,Marrakech,Route De Casablanca,49.0,1,1,19489.8,2026-05-07 14:31:06.405325
3786,Bel appartement à vendre à Hay Charaf,740000.0,Marrakech,Hay Charaf,98.0,2,1,7551.02,2026-05-07 14:31:06.405489
3787,Appartement à vendre 99 m² à Casablanca,950000.0,Casablanca,Sidi Maarouf,87.0,3,2,10919.54,2026-05-07 14:31:06.405601
3788,Appartement Meftah Anza,580000.0,Agadir,Anza,40.0,1,1,14500.0,2026-05-07 14:31:06.405712
3789,Bel appartement de 66 m2 à vendre,367000.0,Sidi Hajjaj Oued Hassar,Toute La Ville,66.0,2,1,5560.61,2026-05-07 14:31:06.405831
3790,Appartements de luxe à vendre,890000.0,Kénitra,Val Fleury,124.0,3,2,7177.42,2026-05-07 14:31:06.405943
3791,Bel appartement terrasse à Essaouira,850000.0,Essaouira,Centre Ville,62.0,1,1,13709.68,2026-05-07 14:31:06.406070
3792,Appartement à vendre Sidi Rahal,680000.0,Sidi Rahal,Toute La Ville,84.0,3,2,8095.24,2026-05-07 14:31:06.406189
3793,Studios à vendre à Zenata,740000.0,Zenata,Toute La Ville,50.0,1,1,14800.0,2026-05-07 14:31:06.406301
3794,"Appartement ""Soumi Vini"" dans un quartier chic près de la mosquée et sans intérêt",380000.0,Benslimane,Autre Secteur,126.0,3,1,3015.87,2026-05-07 14:31:06.406406
3795,Appartement à vendre 76 m² à Marrakech,1350000.0,Marrakech,Mabrouka,76.0,2,2,17763.16,2026-05-07 14:31:06.406528
3796,Appartement à vendre 80 m² à Marrakech,1700000.0,Marrakech,Route De Safi,80.0,2,2,21250.0,2026-05-07 14:31:06.406646
3797,Triplex de 200m² à 200m avenue ibn badis,1120000.0,El Jadida,Autre Secteur,203.0,3,1,5517.24,2026-05-07 14:31:06.406757
3798,Appartement à vendre 129 m² à Casablanca,1650000.0,Casablanca,Almaz,146.0,3,3,11301.37,2026-05-07 14:31:06.406882
3799,Appartement à vendre,700000.0,Kénitra,Alliance,85.0,2,1,8235.29,2026-05-07 14:31:06.406998
3800,Appartement à vendre 80 m² à Mohammedia,820000.0,Mohammedia,Autre Secteur,80.0,2,2,10250.0,2026-05-07 14:31:06.407149
3801,Appartement à vendre 74 m² à Marrakech,1450000.0,Marrakech,Palmeraie,74.0,2,2,19594.59,2026-05-07 14:31:06.407269
3802,Appartement à vendre 35 m² à Marrakech,660000.0,Marrakech,Route D'Ourika,37.0,1,1,17837.84,2026-05-07 14:31:06.407380
3803,Appartement à vendre 92 m² à boustane El Jadida,660000.0,El Jadida,Al Boustane,92.0,2,1,7173.91,2026-05-07 14:31:06.407494
3804,Studio à vendre,660000.0,Marrakech,Amerchich,45.0,1,1,14666.67,2026-05-07 14:31:06.464214
3805,Appartement à vendre 75 m² à Fès,420000.0,Fès,Oued Fès,92.0,2,2,4565.22,2026-05-07 14:31:06.407603
3806,Appartement à vendre 65 m² à Mohammedia,510000.0,Mohammedia,Autre Secteur,65.0,2,1,7846.15,2026-05-07 14:31:06.407729
3807,Super appart 78m2 H standing Aswac Salam,750000.0,Mohammedia,Autre Secteur,78.0,2,2,9615.38,2026-05-07 14:31:06.407861
3808,Duplex meublé à vendre centre ville,620000.0,Kénitra,Centre,75.0,2,2,8266.67,2026-05-07 14:31:06.407975
3809,Appartement de 3 chambres à vendre à Maamora,1330000.0,Kénitra,Maamora,130.0,3,2,10230.77,2026-05-07 14:31:06.408086
3810,Appartement à vendre 75 m² à Essaouira,1000000.0,Essaouira,Centre Ville,75.0,3,2,13333.33,2026-05-07 14:31:06.408195
3811,Appartement à vendre 199 m² à Boulevard Zerktouni,3800000.0,Casablanca,Maarif,199.0,3,3,19095.48,2026-05-07 14:31:06.408314
3812,Appartement à vendre 145 m² à Tétouan,2000000.0,Tétouan,Autre Secteur,145.0,3,2,13793.1,2026-05-07 14:31:06.408429
3813,Appartement à vendre Hay Fadl,600000.0,Marrakech,Hay Charaf,68.0,2,1,8823.53,2026-05-07 14:31:06.408553
3814,"Appartement à vendre, 2ème étage, Jnan Louz Loualfa",36000000.0,Casablanca,Oulfa,51.0,2,1,705882.35,2026-05-07 14:31:06.408663
3815,Superbe appartement à vendre à Sidi Kacem - Sans intermédiaire,320000.0,Sidi Kacem,Toute La Ville,105.0,2,1,3047.62,2026-05-07 14:31:06.408779
3816,Excellent appartement à vendre dans le quartier de Cherf près de Marjane,740000.0,Marrakech,Hay Charaf,98.0,2,1,7551.02,2026-05-07 14:31:06.408931
3817,Appartement à vendre dans le quartier Al-Zahour près de l'école Al-Arabi et Marjane,540000.0,Marrakech,Hay Izdihar,50.0,2,1,10800.0,2026-05-07 14:31:06.409048
3818,Appartement à vendre 70 m² au Vizir Center à Marrakech,1250000.0,Marrakech,Route De Casablanca,70.0,1,2,17857.14,2026-05-07 14:31:06.409165
3819,Appartement à vendre 110 m² à Casablanca,2000000.0,Casablanca,Beauséjour,110.0,2,2,18181.82,2026-05-07 14:31:06.409308
3820,Appartement à vendre à Triangle d’Or,1200000.0,Casablanca,Triangle D'Or,80.0,2,1,15000.0,2026-05-07 14:31:06.409423
3821,Appartement à vendre 151 m² à Casablanca,2600000.0,Casablanca,Ferme Bretone,151.0,3,3,17218.54,2026-05-07 14:31:06.409533
3822,Appartement à vendre 125 m² Sidi abbad Marrakech,1450000.0,Marrakech,Sidi Abbad,125.0,3,2,11600.0,2026-05-07 14:31:06.409652
3823,Appartement en face zone villa,520000.0,Kénitra,Seyad,68.0,2,1,7647.06,2026-05-07 14:31:06.409762
3824,APPARTEMENT RÉSIDENCE TAOUIRT TAGHAZOUT BAY,3200000.0,Agadir,Tamraght,99.0,1,2,32323.23,2026-05-07 14:31:06.409881
3825,appartement à Bahia Golf beach,1949000.0,Bouznika,Autre Secteur,121.0,3,2,16107.44,2026-05-07 14:31:06.409989
3826,"Appartement à vendre à Menzah, Rue Mohamed VI",21000000.0,El Menzeh,Toute La Ville,128.0,3,2,164062.5,2026-05-07 14:31:06.410109
3827,Secteur 21 Hay Riad,740000.0,Rabat,Hay Riad,377.0,5,3,1962.86,2026-05-07 14:31:06.410219
3828,Bonne affaire dans le quartier administratif,1580000.0,Tanger,Centre Ville,103.0,2,2,15339.81,2026-05-07 14:31:06.410329
3829,Appt titré 121m² 3ch avec Parking Maamora Kénitra,900000.0,Kénitra,Maamora,121.0,3,1,7438.02,2026-05-07 14:31:06.410477
3830,"Appartement à vendre, 2 Mars Casablanca",2400000.0,Casablanca,2 Mars,159.0,3,3,15094.34,2026-05-07 14:31:06.410594
3831,Bel appartement à Jnane Californie,1690000.0,Casablanca,Mandarona,123.0,2,2,13739.84,2026-05-07 14:31:06.410706
3832,vente appartement moyen standing oulfa,530000.0,Casablanca,Oulfa,58.0,2,1,9137.93,2026-05-07 14:31:06.410820
3833,Appartement à vendre 82 m² à Kénitra,640000.0,Kénitra,Alliance,82.0,2,2,7804.88,2026-05-07 14:31:06.410934
3834,Appartement de Luxe 270 m²–Hay Riad Rabat,8000000.0,Rabat,Hay Riad,270.0,3,4,29629.63,2026-05-07 14:31:06.411049
3835,Appartement à vendre 68 m² à Casablanca,700000.0,Casablanca,Lissasfa,68.0,2,1,10294.12,2026-05-07 14:31:06.411183
3836,Appartement Titré.,2400000.0,Casablanca,2 Mars,168.0,2,3,14285.71,2026-05-07 14:31:06.411291
3837,Magnifique appartement jardin ibn Khafaja,1700000.0,Kénitra,Maamora,120.0,3,2,14166.67,2026-05-07 14:31:06.411401
